,Heating,Cooling,Parking,Bedrooms,Bathrooms,Total interior livable area,Elementary School Score,Middle School Score,High School Score,Flooring,Heating features,Cooling features,Appliances included,Laundry features,Parking features,Tax assessed value,Annual tax amount,Listed Price
13959,"Forced Air, Radiant Floors",Central AC,"Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",3.0,1540.0,6.0,6.0,8.0,Hardwood,Other,Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator","In Garage, Gas Hookup","Garage, Garage - Attached, Covered",863917.0,10839.0,2055000.0
13963,Central Forced Air,Central AC,"Garage, Off-street, Covered",3,2.0,1350.0,2.0,4.0,3.0,Hardwood,"None, Forced air",Central,"Dishwasher, Dryer, Garbage disposal, Refrigerator",In Utility Room,"Garage, Off-street, Covered",492802.0,7037.0,1249888.0
13970,"Gas, Fireplace",None,"Garage, Garage - Attached, Covered",4,3.0,2487.0,6.0,5.0,6.0,"Carpet, Vinyl / Linoleum","Other, Gas",None,"Dishwasher, Refrigerator","Tub / Sink, In Utility Room, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",706104.0,8963.0,1098000.0
13972,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Master Bedroom on Ground Floor, Master Suite / Retreat, More than One Bedroom on Ground Floor",2.0,1506.0,6.0,6.0,7.0,"Tile, Hardwood","Forced air, Gas",Central,"Dishwasher, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Covered",87192.0,1140.0,1895000.0
13978,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",Master Bedroom on Ground Floor,2.0,1685.0,3.0,5.0,4.0,"Tile, Hardwood, Laminate, Carpet","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven",In Garage,"Garage, Garage - Attached, Covered",988380.0,12821.0,1048000.0
13997,Wall Furnace,"Ceiling Fan, Other","Garage, Garage - Attached, Covered",3,1.0,900.0,7.0,9.0,9.0,"Tile, Hardwood, Vinyl / Linoleum",Other,Other,"Dryer, Microwave, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",779987.0,9367.0,850000.0
14000,"Forced air, Gas",Central,"Garage, Garage - Attached",3,2.0,1683.0,7.0,6.0,7.0,Hardwood,"Forced air, Gas",Central,"Dishwasher, Dryer, Microwave, Refrigerator, Washer",In Unit,"Garage, Garage - Attached",961553.0,10948.0,1325000.0
14008,"Wall Furnace, Radiant Floors",None,"Garage, Garage - Attached","Ground Floor Bedroom, Master Bedroom on Ground Floor",2.0,960.0,7.0,6.0,6.0,"Tile, Hardwood",Radiant,None,"Dishwasher, Dryer, Refrigerator, Washer",Washer / Dryer,"Garage, Garage - Attached",515010.0,6735.0,833338.0
14010,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",4,3.0,2485.0,9.0,8.0,8.0,"Hardwood, Marble, Carpet, Vinyl / Linoleum",Forced air,Central,"Dishwasher, Range / Oven, Refrigerator","Inside, In Utility Room","Garage, Garage - Attached, Covered",610567.0,9593.0,1598000.0
14016,Central Forced Air,"Ceiling Fan, Central AC","Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Suite / Retreat, Walk-in Closet",3.0,2875.0,9.0,7.0,8.0,"Tile, Wood, Carpet","Forced air, Gas, Solar",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer","Washer / Dryer, Inside, In Utility Room","Garage, Garage - Attached, Covered",1429994.0,17879.0,1799000.0
14026,"Forced air, Gas",Other,"Garage, Garage - Detached, Off-street, Covered",3,2.0,1100.0,4.0,6.0,8.0,"Tile, Laminate","Forced air, Gas",Other,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Unit,"Garage, Garage - Detached, Off-street, Covered",64583.0,1023.0,1718000.0
14027,Central Forced Air,None,"Garage, Garage - Attached, Covered",3,2.0,1206.0,6.0,5.0,6.0,"Tile, Hardwood, Laminate",Forced air,None,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",657505.0,7932.0,1329000.0
14039,Forced Air,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, Walk-in Closet",2.0,2436.0,9.0,9.0,10.0,"Tile, Carpet",Forced air,Central,"Dishwasher, Microwave, Range / Oven, Refrigerator",In Utility Room,"Garage, Garage - Attached, Covered",474119.0,6294.0,2875000.0
14041,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",3,3.0,1796.0,6.0,5.0,7.0,"Tile, Wood",Forced air,Central,"Dishwasher, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Covered",694713.0,9323.0,1149950.0
14042,Central Forced Air,"Multi-Zone, Central AC, Whole House / Attic Fan","Garage, Garage - Detached, Covered","Ground Floor Bedroom, Walk-in Closet",4.0,2996.0,2.0,5.0,7.0,"Wood, Carpet","Forced air, Other, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven",Upper Floor,"Garage, Garage - Detached, Covered",1056544.0,11932.0,1288000.0
14045,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor, Walk-in Closet",2.0,1164.0,8.0,5.0,6.0,"Tile, Hardwood, Marble","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer","In Garage, Washer / Dryer, Gas Hookup, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",198944.0,3635.0,1149000.0
14052,Forced Air,Central Air,"Garage Door Opener, Attached",3,2.0,1874.0,8.0,7.0,8.0,"Engineered Wood, Tile",Forced Air,Central Air,"Dryer, Washer, Dishwasher, Double Oven, Disposal, Gas Range, Refrigerator",Laundry Closet,"Garage Door Opener, Attached",906664.0,12784.0,1498000.0
14055,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered","More than One Bedroom on Ground Floor, More than One Master Bedroom on Ground Floor",2.0,1420.0,8.0,6.0,7.0,Tile,Forced air,Central,"Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",239780.0,4110.0,1139000.0
14059,Central Forced Air,"Ceiling Fan, Central AC",Garage - Attached,"Ground Floor Bedroom, Walk-in Closet",3.0,2387.0,7.0,5.0,5.0,"Tile, Carpet, Vinyl / Linoleum",Forced air,"Central, Solar","Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer","Washer / Dryer, Inside",Garage - Attached,740312.0,10465.0,854900.0
14060,"Central Forced Air - Gas, Solar and Gas",Central AC,"Garage, Garage - Attached, Covered",4,3.0,2635.0,9.0,9.0,10.0,"Tile, Hardwood, Carpet","Forced air, Gas",None,"Dryer, Microwave, Range / Oven, Refrigerator, Washer","Washer / Dryer, Gas Hookup, Inside, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",1963602.0,23720.0,2650000.0
14063,Central Forced Air - Gas,Central AC,"Garage, Carport, Garage - Attached, Off-street, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor, Walk-in Closet, Reverse Floor Plan",3.0,2883.0,7.0,9.0,8.0,"Tile, Hardwood, Carpet, Other, Travertine","Baseboard, Forced air, Other, Gas","Central, Solar","Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer","Dryer, Washer, Tub / Sink, Gas Hookup, Inside, In Utility Room, Electricity Hookup (220V)","Garage, Carport, Garage - Attached, Off-street, Covered",1625054.0,20941.0,2699000.0
14073,Central Forced Air,None,"Garage, Garage - Attached","Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor",2.0,1086.0,3.0,3.0,4.0,Hardwood,"Forced air, Gas",None,"Dishwasher, Range / Oven, Refrigerator",In Garage,"Garage, Garage - Attached",226376.0,2759.0,499000.0
14075,Central Forced Air,"Multi-Zone, Central AC","Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Suite / Retreat, Walk-in Closet",3.0,3191.0,7.0,5.0,5.0,"Tile, Carpet, Other",Forced air,Central,"Dishwasher, Garbage disposal, Refrigerator","Tub / Sink, Inside","Garage, Garage - Attached, Covered",844409.0,10715.0,1149000.0
14078,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",3,2.0,1408.0,6.0,7.0,8.0,"Hardwood, Carpet","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Garage,"Garage, Garage - Attached, Covered",1049482.0,13937.0,1199000.0
14079,Central,Central Air,Garage - Two Door,5,6.0,4593.0,9.0,7.0,8.0,Wood,Central,Central Air,"Dishwasher, Disposal, Refrigerator","Upper Level, Laundry Room",Garage - Two Door,2013647.0,24663.0,4290000.0
14081,Central Forced Air,"Ceiling Fan, Central AC","Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor",3.0,1974.0,8.0,9.0,10.0,"Tile, Wood","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",943444.0,12858.0,2225000.0
14088,Central Forced Air,None,"Garage, Garage - Attached",4,2.0,2316.0,6.0,5.0,8.0,"Tile, Hardwood, Vinyl / Linoleum","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Washer / Dryer, Gas Hookup, Inside, In Utility Room","Garage, Garage - Attached",624291.0,7057.0,1225000.0
14092,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",3,1.0,1181.0,6.0,4.0,5.0,"Carpet, Hardwood, Linoleum / Vinyl","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Garage,"Garage, Garage - Attached, Covered",647559.0,8700.0,1200000.0
14094,Central Forced Air - Gas,"Ceiling Fan, Central AC","Garage, Garage - Attached, Off-street, On-street, Covered","Master Suite / Retreat, Walk-in Closet",3.0,2825.0,8.0,7.0,8.0,"Tile, Hardwood","Forced air, Gas","Central, Solar","Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Inside, In Utility Room","Garage, Garage - Attached, Off-street, On-street, Covered",1266442.0,16121.0,1899999.0
14100,"Central Forced Air, Propane",Ceiling Fan,"Garage, Garage - Attached, Off-street, Covered","Master Bedroom on Ground Floor, Master Suite / Retreat, More than One Bedroom on Ground Floor, Walk-in Closet",3.0,3226.0,8.0,9.0,10.0,"Tile, Hardwood, Carpet","Forced air, Propane / Butane",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Washer / Dryer, Inside","Garage, Garage - Attached, Off-street, Covered",851515.0,9908.0,1799000.0
14104,"Forced Air, Natural Gas","Central Air, Dual",Garage - Two Door,5,5.0,3642.0,6.0,5.0,4.0,"Stone, Wood","Forced Air, Natural Gas","Central Air, Dual","Dishwasher, Disposal, Freezer, Gas Range, Microwave, Oven, Refrigerator, Dryer, Washer","Laundry Room, Inside",Garage - Two Door,720624.0,8980.0,1195000.0
14106,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",3,2.0,1375.0,3.0,5.0,4.0,"Tile, Carpet","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",In Garage,"Garage, Garage - Attached, Covered",403508.0,6079.0,915000.0
14108,Forced Air,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, Master Suite / Retreat, Walk-in Closet",2.0,1456.0,5.0,5.0,6.0,"Tile, Hardwood, Carpet",Forced air,Central,"Dishwasher, Garbage disposal, Microwave, Refrigerator",Inside,"Garage, Garage - Attached, Covered",884766.0,11679.0,1398000.0
14110,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",5,4.0,2553.0,5.0,5.0,7.0,Laminate,"Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",1190370.0,14814.0,1149900.0
14121,Central Forced Air,None,"Underground/Basement, Garage - Attached",3,2.0,1160.0,6.0,5.0,5.0,Hardwood,Forced air,None,"Dishwasher, Dryer, Refrigerator, Washer","Dryer, Washer, Tub / Sink","Underground/Basement, Garage - Attached",125336.0,2046.0,1198000.0
14131,"Wall Furnace, Floor Furnace",Ceiling Fan,"Carport, Garage - Detached, Off-street, On-street, Covered",More than One Bedroom on Ground Floor,1.0,720.0,3.0,5.0,6.0,"Tile, Hardwood",Gas,Wall,"Dryer, Garbage disposal, Range / Oven, Washer","Other, Electricity Hookup (220V)","Carport, Garage - Detached, Off-street, On-street, Covered",492640.0,7522.0,688888.0
14132,Central Forced Air - Gas,None,"Garage, Garage - Attached","More than One Bedroom on Ground Floor, More than One Master Bedroom",2.0,1314.0,3.0,3.0,4.0,"Tile, Carpet","Forced air, Gas",None,"Dishwasher, Range / Oven, Refrigerator","In Garage, Electricity Hookup (220V)","Garage, Garage - Attached",210252.0,2571.0,499000.0
14133,"Central Forced Air, Central Forced Air - Gas",None,"Garage, Garage - Attached, Covered",Ground Floor Bedroom,2.0,1415.0,6.0,4.0,5.0,"Tile, Hardwood","Forced air, Gas",None,"Dryer, Refrigerator, Washer","Washer / Dryer, Inside, In Utility Room","Garage, Garage - Attached, Covered",71553.0,2162.0,1099000.0
14135,Central,None,Garage - Two Door,3,2.0,1576.0,6.0,7.0,8.0,Wood,Central,None,"Dishwasher, Microwave, Refrigerator, Oven, Washer, Dryer",Inside,Garage - Two Door,81534.0,2263.0,1295000.0
14148,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",3.0,2512.0,9.0,8.0,8.0,"Tile, Wood","Forced air, Gas",Central,"Dishwasher, Dryer, Microwave, Refrigerator, Washer","Washer / Dryer, Inside","Garage, Garage - Attached, Covered",2841384.0,34738.0,3100000.0
14149,Central Forced Air,None,"Garage, Carport",Master Suite / Retreat,3.0,3270.0,4.0,6.0,7.0,"Tile, Hardwood, Carpet",Forced air,None,"Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer","Washer / Dryer, Inside, In Utility Room","Garage, Carport",209352.0,6295.0,3100000.0
14158,Central,Central Air,"Garage Door Opener, Garage - Two Door",3,3.0,1740.0,9.0,6.0,8.0,"Carpet, Wood, Stone, Tile",Central,Central Air,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Stackable,"Garage Door Opener, Garage - Two Door",1027829.0,12610.0,1495000.0
14162,Central,Central Air,"Converted Garage, Driveway",3,3.0,2224.0,6.0,7.0,8.0,Wood,Central,Central Air,"Dishwasher, Disposal",Inside,"Converted Garage, Driveway",484840.0,6731.0,1299000.0
14165,"Forced Air, Heating - 2+ Zones","Multi-Zone, Central AC","Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Suite / Retreat, Walk-in Closet",3.0,3451.0,6.0,5.0,5.0,"Hardwood, Carpet, Vinyl / Linoleum","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Tub / Sink, In Utility Room","Garage, Garage - Attached, Covered",730296.0,8249.0,1350000.0
14178,Wall Furnace,None,"Garage, Off-street",3,1.0,1000.0,4.0,6.0,7.0,"Tile, Laminate","Wall, Gas",None,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Washer / Dryer,"Garage, Off-street",699010.0,8128.0,979900.0
14179,Radiant Floors,None,"Carport, Garage - Attached, Mixed, Covered",Walk-in Closet,2.0,1727.0,9.0,6.0,8.0,"Tile, Carpet",Radiant,None,"Dishwasher, Garbage disposal",Inside,"Carport, Garage - Attached, Mixed, Covered",173807.0,2310.0,1799000.0
14182,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Walk-in Closet",5.0,2743.0,9.0,6.0,8.0,"Tile, Hardwood","Forced air, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Upper Floor,"Garage, Garage - Attached, Covered",1808698.0,21397.0,2998000.0
14187,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor, Walk-in Closet, Master Suite / Retreate - 2+",5.0,3200.0,8.0,5.0,6.0,Hardwood,"None, Forced air",None,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Covered",2089093.0,26018.0,2599000.0
14193,Central Forced Air - Gas,None,"Garage, Garage - Attached, Off-street, On-street, Covered",4,2.0,1308.0,5.0,5.0,6.0,"Carpet, Laminate, Linoleum / Vinyl","Wall, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Garage,"Garage, Garage - Attached, Off-street, On-street, Covered",700000.0,9465.0,1095000.0
14201,Central,Central Air,"Driveway - Combination, Paved, Garage",4,3.0,2314.0,1.0,6.0,4.0,"Carpet, Wood",Central,Central Air,"Gas & Electric Range, Refrigerator, Tankless Water Heater",Laundry Closet,"Driveway - Combination, Paved, Garage",819017.0,10097.0,925000.0
14228,"Radiant, Radiant Floors","Multi-Zone, Window / Wall Unit","Garage, Garage - Attached, Covered",4,2.0,1432.0,7.0,7.0,9.0,"Tile, Hardwood, Carpet, Other","Radiant, Gas",Wall,Range / Oven,In Garage,"Garage, Garage - Attached, Covered",1133176.0,14446.0,1799000.0
14232,"Heating - 2+ Zones, Central Forced Air","Multi-Zone, Central AC","Garage, Garage - Attached, Covered",More than One Bedroom on Ground Floor,5.0,3809.0,9.0,8.0,8.0,"Tile, Wood, Other","Forced air, Solar",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer","Dryer, Washer","Garage, Garage - Attached, Covered",2084271.0,28879.0,2499999.0
14237,"Gas, Wall Furnace",Ceiling Fan,"Garage, Garage - Detached, Off-street, On-street, Covered",More than One Bedroom on Ground Floor,1.0,816.0,4.0,4.0,3.0,Laminate,"None, Wall",None,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Gas Hookup, In Utility Room","Garage, Garage - Detached, Off-street, On-street, Covered",790704.0,10504.0,869000.0
14239,Radiant,None,"Garage, Garage - Attached, Covered",4,2.0,2000.0,8.0,8.0,7.0,"Tile, Hardwood","Radiant, Gas",None,"Dishwasher, Microwave, Refrigerator, Washer",Washer,"Garage, Garage - Attached, Covered",766417.0,10807.0,2460000.0
14241,Central,Central Air,"Built-In Storage, Carport",4,3.0,2145.0,8.0,6.0,8.0,"Carpet, Wood, Tile",Central,Central Air,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",In Kitchen,"Built-In Storage, Carport",1497001.0,18147.0,1799000.0
14242,Wall Furnace,None,"Garage, Garage - Attached, Covered",2,1.0,1072.0,4.0,3.0,7.0,"Tile, Hardwood",Other,None,"Dryer, Washer","Washer / Dryer, In Utility Room","Garage, Garage - Attached, Covered",1082451.0,12936.0,1299000.0
14261,"Forced air, Gas",None,"Garage, Garage - Detached, Off-street",2,2.0,1257.0,4.0,6.0,7.0,"Hardwood, Linoleum / Vinyl","Forced air, Gas",None,"Dryer, Washer",In Unit,"Garage, Garage - Detached, Off-street",72734.0,1218.0,998000.0
14271,Gas,None,"Garage, Garage - Attached",3,2.0,1740.0,7.0,6.0,9.0,"Hardwood, Carpet","Other, Gas",None,"Dryer, Refrigerator, Washer","Washer / Dryer, Inside","Garage, Garage - Attached",148542.0,1792.0,1988000.0
14272,"Electric, Central","Central Air, Ceiling Fan(s)","Garage, Garage - Detached, Covered",3,2.0,1680.0,3.0,3.0,5.0,"Carpet, Laminate, Wood","Forced air, Electric, Wood / Pellet",Central,"Microwave, Range / Oven","Electric Dryer Hookup, Washer Hookup, Laundry Closet","Garage, Garage - Detached, Covered",207589.0,2196.0,249900.0
14275,"Gas, Fireplace, Central Forced Air - Gas","Ceiling Fan, Central AC","Garage, Garage - Attached, Covered",More than One Bedroom on Ground Floor,2.0,1276.0,5.0,7.0,8.0,"Tile, Laminate, Stone","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",920065.0,12386.0,1130000.0
